0;137011.79115968128;94638.09368545182
1;136098.36206961947;107431.80010313304
2;124026.20295175018;119285.03181210234
3;125767.31614554641;125767.31614554639
4;129773.32190676156;129773.32190676156
5;128078.02103423166;128078.02103423163
6;124794.96800059393;124794.96800059393
7;118670.93858425491;118670.93858425495
8;119832.53816331568;119832.53816331572
9;122911.1506509814;122911.15065098248
10;125844.24164756582;125844.24164756687
11;123287.32615528339;123287.32615528343
12;116243.49802132681;116243.49802132677
13;121713.04820631271;121713.04820631271
14;123941.43790812368;123941.43790812368
15;122562.16855662898;122562.16855662898
16;114905.14127759404;114905.14127759404
17;121961.5861738245;121961.58617382454
18;125445.64995398113;125445.64995398113
19;126241.3634270992;126241.3634270992
20;125418.33405119398;125418.334051194
21;126488.7989590725;126488.79895907252
22;128355.09983290671;128355.09983290674
23;125720.27889590396;125720.27889590402
24;130129.53107853301;130129.53107853304
25;130974.36417953292;130974.36417953297
26;137762.42726855868;137762.42726855967
27;135065.13498437457;135065.13498437457
28;141338.3606769232;141338.3606769242
29;140589.9294391228;140589.92943912276
30;140996.36067431458;140996.36067431455
31;145902.32131345436;145902.32131345436
32;150760.0197745756;150760.01977457653
33;152649.226809043;152649.22680904297
34;146337.29337980942;146337.29337980942
35;149793.79627150367;149793.7962715037
36;155660.9582073734;155660.95820737333
37;152149.21104591677;152149.21104591677
38;154211.0104885774;154211.0104885774
39;151972.45388124476;151972.45388124476
40;155568.59860781505;155568.59860781507
41;159985.81282488877;159985.8128248888
42;158267.48329888808;158267.4832988881
